Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment,pmid
0,1,0,0,0,0,0,32738298
0,0,0,0,1,0,0,32587158
0,0,0,0,0,1,0,33402047
0,0,0,0,1,1,0,33722466
0,0,0,0,1,0,0,32472685
0,0,0,0,1,0,0,32431291
0,0,0,0,0,1,0,34069409
0,0,0,0,1,0,0,32914175
0,1,0,0,1,1,0,32496407
0,0,0,0,1,0,0,32571690
0,0,0,0,1,0,0,32911282
0,1,0,0,0,0,1,32965502
0,0,0,0,1,0,0,32766427
0,1,0,0,0,0,0,32853434
0,0,0,0,0,1,0,33552378
0,0,0,0,1,1,0,32893532
0,1,0,0,0,0,1,32876196
0,0,0,1,0,0,1,32597377
0,1,0,0,1,1,0,33637076
0,1,0,0,0,0,1,32366131
0,0,0,0,1,0,0,32452940
0,0,0,0,1,0,0,32596902
0,0,0,0,1,0,0,32335404
0,1,0,0,0,0,1,33044601
0,1,0,0,0,0,1,33060835
0,0,0,0,1,0,0,32374289
0,0,0,0,1,0,0,32352309
0,0,0,0,1,0,0,32670595
0,0,0,1,0,1,0,33020722
0,0,0,1,0,0,0,32742818
0,0,0,0,1,0,0,32340627
0,0,0,0,0,0,1,32350928
0,0,0,0,1,0,1,32709482
0,0,0,0,1,0,0,33064641
0,0,0,1,0,0,1,32985211
0,0,0,0,1,0,0,32237998
0,1,0,0,0,0,0,32681280
0,1,0,0,0,0,1,32653054
1,0,0,0,0,0,0,32835279
0,0,0,0,1,0,0,32485959
0,0,0,1,0,0,1,33023856
0,1,0,0,0,0,1,32680422
0,0,0,0,1,0,0,32829052
0,0,0,0,1,0,0,32995855
0,1,0,0,0,0,1,32805057
0,0,0,1,0,0,1,32651218
0,0,0,0,1,0,0,33034267
0,1,0,0,0,0,1,32847728
0,0,0,1,0,0,1,32981925
0,0,0,0,0,1,0,33043367
0,0,0,0,1,0,0,32303090
0,0,0,0,1,0,0,33023853
0,0,0,1,0,0,0,32833204
0,0,0,0,1,0,0,32583216
0,1,0,0,0,1,0,33557147
0,0,0,0,1,0,0,32371055
0,0,0,0,1,0,0,32962462
0,1,0,0,0,0,1,33042873
0,0,1,0,1,0,0,32982078
0,0,0,0,1,0,0,32925656
0,0,0,0,1,0,0,32604457
0,0,0,0,1,0,0,32654885
0,1,0,0,0,0,0,32679910
0,0,0,1,0,0,1,32358203
0,0,0,0,1,0,0,32888855
0,1,0,0,0,0,0,32479412
0,1,0,0,0,0,0,32979740
0,0,0,0,0,0,1,32675717
0,0,0,0,0,0,1,32087334
0,0,0,1,0,0,1,32707842
0,0,0,0,1,0,0,32198989
0,1,0,0,1,0,0,32723453
0,0,0,0,1,0,0,32587845
0,0,0,0,1,0,0,32848486
0,0,0,0,0,0,1,32312714
0,0,0,0,1,0,0,32861536
1,0,0,0,0,0,0,32595812
0,0,0,0,1,0,0,32538815
0,0,0,0,1,0,0,32515399
0,0,0,0,1,0,0,32289123
0,0,0,0,1,0,0,32538659
0,0,0,1,0,0,1,32781672
0,0,0,0,1,1,0,33531384
0,0,0,1,1,0,1,32811354
0,0,0,1,0,0,1,32511912
0,0,0,0,1,0,0,32834886
1,0,0,0,0,0,0,32307298
0,0,0,0,0,0,1,32590819
0,0,0,0,1,0,0,32845008
0,1,0,0,0,0,1,32629788
0,1,0,0,0,0,0,32434310
0,1,0,0,0,0,0,32444415
0,1,0,0,0,0,0,32882184
0,0,0,0,0,0,1,32328406
0,0,0,0,1,0,0,32420941
0,0,0,0,0,0,1,32945149
0,1,0,0,0,0,0,32532943
0,1,0,0,0,0,1,32912745
0,0,0,0,1,0,0,32240484
0,0,0,0,1,1,0,32678827
0,0,0,0,1,0,0,32912352
0,0,0,0,1,0,0,32876241
1,0,0,0,0,0,0,32324284
0,0,0,0,1,1,0,34405082
0,0,0,0,1,0,0,32278766
0,0,0,0,1,0,0,32369646
0,0,0,1,0,0,1,32228252
0,0,0,0,1,0,0,32482154
0,0,0,0,0,0,1,33071096
0,0,0,0,1,0,1,32688219
0,0,1,0,1,0,0,34150314
0,1,0,0,0,0,1,32736821
0,0,0,1,0,0,1,32314329
0,0,0,1,0,0,1,33052306
0,0,0,0,1,0,0,32241097
0,1,0,0,0,0,1,33070904
0,1,0,0,0,0,0,32960917
1,0,0,0,0,0,0,32791333
0,1,0,0,0,1,1,33512440
1,0,0,0,0,0,0,32940203
0,0,0,0,1,0,0,33078703
1,0,0,0,0,0,0,32395423
1,0,0,0,0,0,0,32566772
0,0,0,0,1,0,0,32613916
0,0,0,1,0,0,1,32626922
0,0,0,0,0,1,0,31986261
0,0,0,0,1,1,0,34041199
0,0,0,0,1,0,0,32834372
0,0,0,0,0,0,1,32785815
0,0,1,0,1,0,0,32834517
0,1,0,0,0,0,0,32333644
0,1,0,0,0,0,0,32537529
0,0,1,0,0,0,0,33318952
0,0,0,0,1,0,0,32495280
0,0,0,0,1,0,0,32513320
0,0,0,0,1,0,0,32469045
0,1,0,0,0,0,1,32886210
0,0,0,0,1,0,0,32501175
0,1,0,0,0,0,1,33043705
0,1,0,0,0,0,0,32755524
0,0,0,0,1,0,0,32481594
0,0,0,0,1,0,0,32772807
0,0,0,0,1,0,0,32227596
0,0,0,0,1,0,0,32989418
0,0,0,0,1,0,0,32435829
0,0,0,1,0,0,1,32413619
1,0,0,0,0,0,0,32714705
0,1,0,0,0,0,1,32634459
0,0,0,0,1,0,0,32464651
0,0,0,0,1,0,0,32862493
0,1,0,0,0,0,1,33057633
0,0,0,0,1,0,0,32856584
0,1,0,0,0,0,0,32283877
0,0,0,0,1,0,0,32687996
0,0,0,0,1,1,0,33705409
0,0,1,0,0,0,0,33758734
0,1,0,0,0,0,1,32347972
0,0,0,0,1,0,0,33027035
0,0,0,0,1,0,0,32493489
0,0,0,0,1,0,0,33001985
0,0,0,0,1,0,0,32959711
0,1,0,0,0,0,1,32726241
0,0,0,0,1,0,0,32711946
0,0,0,0,0,0,1,32377965
0,0,0,1,0,0,1,32387389
1,0,0,0,0,0,0,32724028
0,0,0,0,1,0,0,32330531
0,0,0,0,1,1,0,34041112
0,0,0,0,0,0,1,32442699
0,0,1,0,1,0,0,33023916
0,1,0,0,0,0,0,33067091
0,0,0,0,1,0,0,32301047
0,0,0,1,0,0,1,33072093
0,0,0,0,0,0,1,32837984
1,0,0,0,0,0,0,32790216
1,0,0,0,0,0,0,32589448
0,0,0,0,1,0,0,32435173
0,0,0,1,0,0,1,33065034
0,0,0,0,1,0,0,32433321
0,0,0,0,1,0,0,32523858
0,0,0,1,0,0,1,33063089
0,0,0,0,1,1,0,33536316
0,1,0,0,0,0,1,32779760
0,0,0,0,1,0,0,33053579
0,0,0,1,0,0,1,32347747
0,0,0,0,0,1,0,32145466
0,1,0,0,0,0,1,32763496
0,0,0,0,1,0,0,32924962
0,0,0,1,0,0,1,33041173
0,1,0,0,0,0,0,32908116
0,0,0,0,1,0,0,32936556
0,0,0,0,1,0,0,32325426
0,1,0,0,0,0,1,32504532
0,0,0,0,0,0,1,32320740
0,0,0,0,1,0,0,32739148
0,0,0,0,1,0,0,32623036
0,0,0,0,1,0,0,32490842
0,0,0,1,1,1,0,32133830
0,0,0,0,1,0,0,32633819
0,0,0,0,1,0,0,33015145
0,0,0,0,1,0,0,32271461
0,0,0,0,1,0,0,32300823
0,0,0,0,1,0,0,32988953
0,0,0,1,0,0,1,32765942
0,1,0,0,0,0,1,32726005
0,0,0,0,1,0,0,33015604
0,1,0,0,1,0,1,32748568
0,0,0,0,0,0,1,33043164
0,0,0,0,1,0,0,32286675
0,1,0,0,0,0,1,32489711
0,0,0,0,1,0,0,32740069
0,1,0,0,0,1,1,33717728
0,0,0,0,1,0,0,32343222
0,1,0,0,0,0,1,33046303
0,0,0,1,0,0,1,32320478
0,0,0,1,0,0,1,32425224
0,0,0,0,1,0,0,32513346
0,0,0,0,1,0,0,32807471
0,0,0,0,1,0,0,33059232
0,1,0,0,0,1,0,33610456
0,0,1,0,1,0,0,32863616
0,0,0,1,0,1,0,32199943
0,0,0,0,1,0,0,33024371
0,0,0,0,1,0,0,32719036
0,0,0,0,1,0,0,32502107
0,1,0,0,0,0,0,32936770
0,1,0,0,0,0,0,32683438
0,0,0,1,0,0,0,32463395
0,0,0,0,1,0,0,32552397
1,0,0,0,0,0,0,32981926
1,0,0,0,0,0,0,32741970
0,0,0,0,0,0,1,32219428
0,0,0,0,1,1,0,33894607
0,0,0,0,0,0,1,32432466
0,1,0,0,0,1,1,32339382
0,1,0,0,0,0,1,32935644
0,1,0,0,1,0,0,32903802
0,0,0,0,1,0,0,32765846
0,0,0,0,1,0,0,33011971
0,1,0,0,0,1,0,32568661
0,0,0,0,1,0,0,32732316
0,1,0,0,0,0,1,32746940
0,1,0,1,0,1,1,33591607
0,0,0,0,1,0,0,32516421
1,0,0,0,0,0,0,32342677
0,1,0,0,0,0,0,32844955
0,1,0,0,0,0,0,32409440
0,0,0,0,1,0,0,32739265
0,0,0,0,1,0,0,32755746
0,0,1,0,0,0,0,32599867
0,0,0,0,1,0,1,32500409
0,0,0,0,1,0,0,32573838
0,0,0,0,1,0,1,32838244
0,1,0,0,0,0,0,32407808
0,0,0,0,1,1,0,32243599
0,0,0,0,1,0,0,32482123
1,0,0,0,0,0,0,32614464
0,0,0,1,0,0,1,32466289
0,0,0,0,1,0,0,32654437
0,0,1,0,1,0,0,32834815
0,1,0,1,0,0,1,32709055
0,0,0,0,1,0,0,32941709
0,1,0,0,0,0,1,32434337
0,0,0,0,1,0,0,33027056
0,0,0,1,0,1,0,32402329
0,1,0,0,0,0,1,32386018
0,1,0,0,0,0,1,32892628
0,0,0,1,0,1,0,34168071
0,0,0,0,1,0,0,32518768
0,0,0,0,1,0,0,32498735
1,0,0,0,0,0,0,33060519
0,0,0,1,0,0,1,32451923
0,1,0,0,0,0,0,32385976
0,0,0,0,0,0,1,32664161
0,0,0,0,1,0,0,33006938
0,1,0,0,0,0,0,32405603
0,1,0,0,0,0,1,32504637
0,0,0,0,1,1,0,32472679
0,0,0,1,0,0,0,32506725
0,0,0,1,0,0,1,32525813
0,0,0,0,1,0,0,32407727
0,0,0,0,1,0,0,32587153
0,0,1,0,0,0,0,32839642
0,1,0,0,0,0,0,32419639
0,0,0,0,1,1,0,33868924
0,0,0,1,0,0,1,32745925
0,0,0,0,1,0,0,32984015
0,0,0,1,0,1,0,33635912
0,0,0,0,1,0,0,32437377
0,0,0,0,1,0,0,32896604
0,0,0,0,1,0,0,32414013
0,0,0,0,0,0,1,32603180
0,1,0,0,0,0,1,33038556
0,0,0,0,1,0,0,32860499
0,0,0,0,1,0,0,32699423
0,1,0,0,0,0,0,32905568
0,0,0,0,1,0,1,32891785
0,0,0,0,1,0,0,32492778
0,0,0,0,1,0,0,32958987
0,0,1,0,0,0,0,32811577
0,0,0,0,0,0,1,32563969
0,1,0,1,0,0,1,32670618
0,0,0,1,0,0,1,32890967
0,1,0,0,0,0,1,32776309
0,0,0,0,1,0,0,32627444
0,0,0,0,0,0,1,32807723
0,0,0,0,1,0,0,32556161
1,0,0,0,0,0,0,32733733
0,0,0,0,1,0,0,32726245
0,0,0,1,0,1,0,33952657
0,1,0,0,0,0,0,32443442
0,0,0,0,1,0,0,32498131
0,0,0,1,0,0,1,32669297
0,0,0,0,1,0,0,32881081
0,0,0,0,1,0,0,32447950
0,0,0,0,1,0,0,32762270
0,0,0,1,0,0,0,32499358
0,0,0,0,1,0,0,32837076
0,0,0,0,1,0,0,32977538
0,0,0,1,0,0,1,32786452
0,0,0,0,1,0,0,33006946
0,1,0,0,0,0,0,32767788
0,0,0,0,1,1,0,33764961
0,1,0,0,0,0,0,32422426
0,0,0,0,0,0,1,32446312
0,0,0,0,1,0,0,32836873
0,0,0,0,1,0,0,32953633
0,1,0,0,0,0,1,32673191
0,0,0,0,1,0,0,32861460
0,1,0,0,0,0,1,32748333
0,0,0,1,0,0,1,32462316
0,0,0,0,1,0,0,32770544
0,0,0,0,1,0,0,32838287
0,0,0,0,1,0,0,32858757
0,0,0,0,1,0,0,32770466
0,0,0,0,1,0,0,32868204
0,1,0,0,0,0,0,32311437
0,0,0,1,0,0,1,32849623
0,0,0,0,0,0,1,32771272
0,1,0,0,0,0,0,32581183
0,0,0,0,1,0,0,32355658
0,1,0,0,0,0,1,33041077
0,0,0,0,0,0,1,32469464
0,1,0,1,0,0,1,32690910
0,0,1,0,0,0,0,33605383
0,0,0,0,1,1,0,34033834
0,0,0,1,0,0,1,32923657
0,0,0,0,1,0,0,32926795
0,0,0,0,0,1,0,34404778
0,1,0,0,0,0,0,32406420
0,0,0,0,1,1,0,34066356
0,1,0,0,1,0,1,32532753
0,0,0,0,1,0,0,32980998
0,0,0,0,1,1,0,34158411
0,0,0,0,1,0,1,32578825
0,1,0,0,0,0,1,32838194
0,0,0,0,1,0,0,32502318
0,0,0,0,1,0,0,32428112
0,1,0,0,0,0,0,32917294
0,0,0,1,1,1,0,33512572
0,0,1,0,1,0,0,33520623
0,1,0,0,0,0,1,32931634
0,0,0,0,0,0,1,32965455
0,1,0,0,0,0,1,32816244
0,0,1,0,1,0,0,33120533
0,0,0,0,1,0,0,32413909
0,1,0,0,0,0,0,32708870
0,0,0,0,1,0,0,32837702
0,0,1,0,1,1,0,32365045
0,1,0,0,0,0,0,33060046
0,1,0,0,0,0,0,32243238
0,0,0,0,1,0,0,33028465
0,1,0,0,0,0,1,32354360
0,0,0,0,1,0,0,32733839
0,0,0,0,1,0,0,33008651
1,0,0,0,0,0,0,33034578
0,0,0,1,0,0,1,32256705
0,0,0,0,1,0,0,32283282
0,0,0,1,0,0,1,32931783
0,0,0,0,1,0,0,32854728
0,0,0,0,1,0,0,32712031
0,0,0,0,1,0,0,32487272
0,0,0,0,1,0,0,33039258
0,0,0,0,1,0,0,32913057
0,1,0,1,0,0,0,32905851
0,0,0,0,1,0,0,32790709
0,1,0,0,0,0,0,32723996
0,0,0,0,0,0,1,32771032
0,0,0,0,1,0,0,32551773
0,0,0,1,0,0,1,32708319
0,0,0,0,1,0,0,32594627
0,0,0,0,1,0,0,32391444
0,1,0,0,0,0,1,32634550
0,0,0,0,1,0,0,32744940
0,0,0,0,1,0,0,32196655
0,0,0,0,1,0,0,32967312
0,0,1,0,1,0,0,32360907
0,1,0,0,0,0,0,32301745
0,0,0,0,0,0,1,32535894
0,0,0,0,0,0,1,32336586
0,0,0,1,0,1,1,33737851
0,1,0,0,0,0,0,32945156
0,0,0,0,1,0,0,33052812
0,0,0,0,1,1,0,33581746
0,0,0,0,1,0,0,32520293
1,0,0,0,0,0,0,33039244
0,1,0,0,0,0,0,32396550
0,0,0,1,0,0,1,33031368
0,0,0,0,1,1,0,32437338
1,0,0,0,0,0,0,32983590
0,0,0,1,0,0,1,32742564
0,1,0,0,0,0,1,32897668
0,0,0,0,1,0,0,32775790
1,0,0,0,0,0,0,32691004
0,0,0,0,1,0,1,32677498
0,0,0,0,1,0,0,32530813
0,0,0,0,1,1,0,32646870
0,0,0,0,1,0,0,32915899
0,0,0,0,1,0,0,32877768
0,0,0,0,1,0,0,32843150
0,0,0,0,1,0,0,33050755
0,0,0,0,1,0,0,32615695
0,1,0,0,0,0,0,32980807
0,1,0,0,0,0,0,33015823
0,0,0,0,0,1,0,34192220
0,1,0,0,0,1,0,32265517
0,1,0,0,0,0,1,33043231
0,0,0,0,1,0,0,32795090
0,0,0,0,1,0,0,32535088
0,0,0,0,1,0,0,32574304
0,1,0,0,0,0,1,32914200
0,0,0,0,1,0,0,32834485
0,1,0,0,0,0,1,33042536
0,0,0,0,1,0,0,32516795
0,1,0,0,0,0,0,32970840
0,0,0,0,1,0,0,32501304
0,0,0,0,1,0,0,32858678
0,0,0,1,0,0,0,33001029
0,0,0,1,0,0,1,32717794
0,0,0,0,1,0,0,32380475
0,1,0,0,0,0,0,32565152
0,0,0,1,0,0,1,32562705
0,0,0,0,1,1,0,34337354
0,0,0,0,1,0,0,32348049
1,0,0,0,0,0,0,33003102
0,0,0,0,0,0,1,32952464
0,0,0,0,1,1,0,33024427
1,0,0,0,0,0,0,32471783
0,1,0,0,0,0,0,32222122
0,0,0,0,1,0,0,33047816
0,0,0,0,1,0,0,32825092
0,1,0,0,0,0,1,32367170
0,0,0,0,1,1,0,34149275
0,0,0,0,1,1,0,34178221
0,0,0,0,0,0,1,32837565
0,0,1,0,1,0,0,32978440
0,1,0,0,0,0,1,32564974
0,0,0,0,0,0,1,32372026
0,0,0,0,1,0,0,32458182
0,1,0,0,0,0,1,33048028
0,0,0,0,1,0,0,33054313
0,0,0,0,1,1,0,33495673
0,0,0,0,1,0,0,32720298
0,0,0,1,0,0,1,32705411
0,1,0,0,0,0,0,33046116
0,0,0,1,0,0,1,32501190
0,1,0,1,0,1,1,33294034
0,1,0,0,0,0,0,32795959
0,0,0,0,1,0,0,32557562
0,0,0,0,0,0,1,32696008
0,0,0,0,0,0,1,32527346
0,0,0,0,1,0,0,32873987
0,0,0,1,0,0,1,32651741
0,0,1,0,0,0,0,32469853
0,0,0,0,0,0,1,32526079
0,0,0,0,0,0,1,32578156
0,0,0,0,0,1,0,34393416
0,1,0,0,0,0,0,32405270
0,1,0,0,0,0,0,32613877
0,0,0,0,1,1,0,33084885
1,0,0,0,0,0,0,32865189
0,0,0,0,1,0,0,32754298
0,0,0,0,0,1,0,32472745
0,0,0,0,1,0,0,32635290
0,1,0,0,0,0,0,32379077
0,1,0,0,0,0,1,33074039
0,0,0,0,1,0,0,32490913
0,0,0,0,1,0,0,32446595
0,1,0,0,0,0,1,32960186
0,0,0,0,1,0,0,32804669
0,1,0,0,1,1,0,33381929
0,1,0,1,0,0,1,32721813
0,1,0,0,0,0,1,32678882
0,1,0,0,0,0,0,33033574
1,0,0,0,0,0,0,32665942
0,0,0,1,0,0,0,32784802
0,1,0,0,0,0,0,32389850
0,0,0,0,1,0,0,32275261
1,0,0,0,0,0,0,32879836
0,0,0,0,1,0,0,33054562
0,1,0,0,0,0,0,32838207
0,1,0,0,0,1,1,34075529
0,0,0,1,0,0,1,32892615
0,0,0,0,1,0,0,32501753
0,0,0,0,1,0,0,33078496
0,0,0,1,0,0,1,32791137
0,0,0,0,1,0,0,32214079
0,0,0,0,1,1,0,33842691
0,0,0,0,1,0,0,33051285
0,1,0,0,1,1,1,32425996
0,0,0,1,0,0,1,32410502
0,0,0,0,1,0,0,32505658
0,0,1,0,0,0,0,33224735
1,0,0,0,0,0,0,32932331
1,0,0,0,0,0,0,33046686
1,0,0,0,0,0,0,32775188
0,0,0,0,1,0,0,32428072
0,0,0,0,1,0,0,32994791
0,0,1,0,0,0,0,33362986
0,1,0,1,0,0,0,32196678
0,0,1,0,1,0,0,32513393
0,1,0,0,0,0,1,32922189
0,0,0,0,1,0,0,33062732
0,1,0,0,0,0,0,32515387
0,0,0,0,1,0,0,32674215
0,0,0,0,0,0,1,33049711
0,1,0,0,0,0,1,32944565
0,0,1,0,0,0,0,33301457
0,1,0,0,0,0,0,32360111
0,0,0,1,0,0,1,32820005
1,0,0,0,0,0,0,32480009
0,0,0,0,1,0,0,32755454
0,0,0,0,1,0,0,32839639
0,0,0,0,1,0,0,32941417
0,0,0,0,1,0,0,32806570
0,1,0,0,0,0,1,32684101
0,0,0,0,0,0,1,32936252
0,1,0,0,0,0,1,32855361
1,0,0,0,0,0,0,32879814
0,0,0,1,0,0,1,32452762
0,1,0,0,0,0,1,32861276
0,0,0,0,1,0,0,32978513
0,0,0,0,1,0,0,32852334
0,0,0,1,0,0,1,32739645
0,1,0,1,0,0,1,32861838
0,0,0,1,1,1,0,32471856
0,0,0,0,1,0,0,32683966
1,0,0,0,0,0,0,32542125
0,0,0,0,1,0,0,32405111
0,1,0,0,0,0,0,32556553
0,0,0,0,1,1,0,33650201
0,0,0,0,1,0,0,32963790
0,1,0,0,0,0,0,32574326
1,0,0,0,0,0,0,32878840
0,1,0,0,0,0,0,33047143
0,0,0,0,1,0,1,32305181
0,0,0,1,0,0,1,32964796
0,0,0,0,1,1,0,32877395
0,1,0,0,0,0,1,32352637
0,0,0,0,1,0,0,32469633
0,1,0,0,0,0,0,32495914
0,0,0,0,1,0,1,32897543
0,1,0,0,0,0,0,33062217
0,0,0,0,1,1,0,33822232
0,0,0,0,1,0,0,33033045
0,0,0,0,1,0,0,32804923
1,0,0,0,0,0,0,32363226
0,0,0,1,0,0,1,32776617
0,0,0,0,1,0,0,32969951
0,0,0,0,1,0,0,32869251
0,1,0,0,0,0,0,32840917
0,0,0,0,1,0,0,32585464
0,0,0,0,1,0,0,32638559
0,0,0,0,1,1,1,33890990
0,0,0,0,0,0,1,32837460
0,0,0,0,1,0,0,32792708
0,1,0,0,1,0,0,32208481
0,1,0,1,1,0,0,32777726
0,1,0,0,0,0,1,32527868
0,0,0,0,1,0,0,32240751
0,0,0,0,1,0,0,32704484
0,1,0,0,0,0,0,32975884
0,0,0,1,0,0,1,32595352
0,0,0,0,1,0,0,32834393
0,0,0,0,1,0,0,32965661
0,0,0,0,1,0,0,32425428
0,0,0,0,1,0,0,32735339
0,0,0,0,1,0,0,32448876
0,0,0,0,1,0,0,32949452
0,1,0,0,1,0,0,32376309
0,0,0,0,1,1,0,32393111
0,0,0,0,0,0,1,33064991
0,0,0,0,1,0,0,33045723
0,1,0,0,0,0,1,32495918
0,0,0,0,1,0,0,32312892
0,1,0,0,0,0,0,32960880
0,0,0,0,0,0,1,32971210
1,0,0,0,0,0,0,32963155
0,1,0,0,1,0,0,32875494
0,0,0,0,1,0,0,32628416
0,0,0,0,1,0,0,32501754
0,0,0,0,1,0,0,32761374
0,1,0,0,0,0,0,32776614
1,0,0,0,0,0,0,32701934
0,0,0,0,0,0,1,32963923
0,0,0,0,1,0,0,32710996
0,0,0,0,1,0,0,33073061
0,0,0,0,1,0,0,32995668
0,0,0,1,0,0,1,32893632
0,1,0,0,0,0,1,33040384
0,0,0,0,1,0,0,32403894
0,0,0,0,1,0,0,32977826
0,1,0,0,0,0,1,32399563
0,0,0,0,0,0,1,32372695
0,1,0,0,0,0,0,32845280
0,0,0,0,1,0,0,32970654
0,1,0,0,0,1,0,32886737
0,1,0,0,1,0,0,32746953
0,0,0,0,1,0,0,32621284
0,0,1,0,0,0,0,33771934
1,0,0,0,0,0,0,32962655
0,0,0,1,0,0,0,32484220
0,0,0,1,0,0,1,32323279
0,0,0,0,0,1,0,32367793
0,0,0,0,1,0,0,32727547
0,0,1,0,0,0,0,34271752
0,0,0,0,0,0,1,32996727
0,0,0,0,1,0,0,32361428
0,0,0,0,1,0,0,32434615
0,0,0,0,1,0,1,32695319
0,0,0,0,0,0,1,32958428
1,0,0,0,0,0,0,32233973
0,0,0,0,1,0,0,32748176
0,0,0,1,0,0,1,32972338
0,0,0,0,1,0,0,33075406
0,1,0,0,0,0,1,32306657
0,1,0,0,0,0,0,32926439
0,0,0,0,1,0,0,32988371
0,0,0,0,1,0,0,32683188
0,0,1,0,1,0,0,32752627
0,0,0,1,0,0,1,33030102
0,0,0,0,1,1,0,32709462
0,0,0,0,0,1,0,34240259
0,1,0,1,0,0,0,32986016
0,1,0,0,0,0,1,32851851
0,0,0,0,1,0,0,32801972
0,0,0,0,0,0,1,32984847
0,0,0,1,0,0,1,32571797
0,1,0,0,0,0,1,32721533
0,0,0,0,1,0,0,33054267
0,0,0,0,0,0,1,32623082
0,1,0,0,0,0,1,32108460
0,0,0,1,1,0,1,32753148
0,0,0,0,1,0,0,32748476
0,1,0,0,0,0,1,33025310
0,0,0,1,0,0,1,32921830
0,1,0,0,0,0,1,32796159
0,0,0,0,1,0,0,32243677
0,1,0,0,0,0,0,32124995
0,0,0,1,0,0,0,33058970
0,0,0,0,1,0,0,32447059
0,0,0,0,1,0,0,32538816
0,0,0,0,1,0,0,32635605
0,0,1,0,1,0,0,32834577
0,1,0,1,0,0,1,32735721
0,0,0,0,1,1,0,33214148
0,0,0,0,1,0,0,32618220
0,0,0,0,0,0,1,32953091
0,0,0,0,0,0,1,32514228
0,0,0,1,0,0,1,32399213
0,0,0,0,0,0,1,32827627
0,0,0,0,1,0,0,32369026
0,0,0,0,1,0,0,32319131
0,1,0,0,0,0,1,32672860
0,0,0,0,1,0,0,32859298
0,0,0,0,1,0,0,32515231
0,1,0,0,0,0,0,33036570
0,0,1,0,1,0,0,32987515
1,0,0,0,0,0,0,32907873
1,0,0,0,0,0,0,32761491
1,0,0,0,0,0,0,32371823
0,0,0,0,0,1,0,33046960
0,0,0,1,0,0,1,32160149
0,0,0,1,0,0,1,32972339
0,0,0,1,0,0,1,32792288
